67.194.245.27 - - [04/Oct/2012:00:01:39 -0400] "GET /dashboard HTTP/1.1" 302 3789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:13.0) Gecko/20100101 Firefox/13.0"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 200 4458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 200 4474 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 200 5354 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 200 6010 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 200 5482 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 200 3002 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 200 5722 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /favicon.ico HTTP/1.1" 200 4650 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /users/predictor.json?user_id=81 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
141.211.85.112 - boldenjd [04/Oct/2012:19:52:49 -0400] "GET /users/predictor.json?in_progress=true&user_id=81 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1"
75.144.75.46 - - [04/Oct/2012:19:53:07 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.30.231 - millsji [04/Oct/2012:19:57:52 -0400] "GET /assignments/115/assignment_submissions/new?user_id=90 HTTP/1.1" 500 3526 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
70.88.105.94 - - [04/Oct/2012:20:00:44 -0400] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.42.10 - - [04/Oct/2012:20:00:55 -0400] "GET /dashboard HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - - [04/Oct/2012:20:01:02 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=N3mqOq7sx57sHhqY0lmU-Awz41NJM7-YKtBCtgloHSqkBsRWFCHIFMEZ7cp0w913Kr99Qd0HkdmUTGm39nvNEDRAF0agABvxj8RdDvqdcdiNqH0htI2g-UqX9B8f&https://www.gradecraft.com/dashboard HTTP/1.1" 301 900 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:01:02 -0400] "GET /dashboard HTTP/1.1" 200 5268 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:01:03 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:01:03 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204040 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:01:03 -0400] "GET /users/predictor.json?user_id=101 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:01:03 -0400] "GET /users/predictor.json?in_progress=true&user_id=101 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:02:06 -0400] "GET /dashboard HTTP/1.1" 304 1055 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:02:08 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:02:08 -0400] "GET /users/predictor.json?user_id=101 HTTP/1.1" 304 1023 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.42.10 - cdbell [04/Oct/2012:20:02:08 -0400] "GET /users/predictor.json?in_progress=true&user_id=101 HTTP/1.1" 304 1023 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
67.194.13.227 - - [04/Oct/2012:20:05:06 -0400] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.9.213 - - [04/Oct/2012:20:07:08 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22"
98.224.228.214 - - [04/Oct/2012:20:07:27 -0400] "GET / HTTP/1.1" 302 3984 "https://sites.google.com/a/umich.edu/polsci101f2012/course-structure/group-projects" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - - [04/Oct/2012:20:07:34 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=YlalpdyL-UC-gNCBi7lsfgDn+mtBgoquPRvJ1MZf5Y1fWQkEwP4ATGX2n+PXBGtTSYe0yB0Cnqn7ZIgnVCKNBaBHCSGHWW9vh2SIwRGUHLennX-TaKYClkDfPMag&https://www.gradecraft.com/ HTTP/1.1" 301 868 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:34 -0400] "GET / HTTP/1.1" 302 1348 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:34 -0400] "GET /dashboard HTTP/1.1" 200 5060 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:35 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1205 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:35 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 46973 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:35 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204185 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 374 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /users/predictor.json?user_id=219 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 374 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:36 -0400] "GET /users/predictor.json?in_progress=true&user_id=219 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - - [04/Oct/2012:20:07:49 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=MmNyH2qTHpNfMnUGullgL6zjpd320v2V8z5eatuwb+myBls01EE69P5+tG9v8SWOmzJ-YU5fE9nJxE+YP0yokmmtAxaVcQlWT+DwbHfhD8AG4vfN0QuLpukM-F6r&https://www.gradecraft.com/ HTTP/1.1" 301 868 "https://sites.google.com/a/umich.edu/polsci101f2012/course-structure/group-projects" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:49 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:49 -0400] "GET /users/predictor.json?user_id=219 HTTP/1.1" 304 869 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.228.214 - jwoldy [04/Oct/2012:20:07:49 -0400] "GET /users/predictor.json?in_progress=true&user_id=219 HTTP/1.1" 304 869 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
98.224.223.159 - - [04/Oct/2012:20:12:03 -0400] "GET /dashboard HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - - [04/Oct/2012:20:12:03 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=5WKwcoWIYwakrDRU6lGiDjSyBlpGcJte-dzSSIPLyoDI6eUsiRtkeQETMy4EWBVG1qXLcONWwaRhXfjNfrNP6JMeucGxyULD9LmzYrZEEsumLdsmlcLLMrzhm7CF&https://www.gradecraft.com/dashboard HTTP/1.1" 301 900 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:03 -0400] "GET /dashboard HTTP/1.1" 302 1364 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:03 -0400] "GET /dashboard HTTP/1.1" 200 5092 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:04 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:04 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 46973 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:04 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204178 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 6234 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 200 3066 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 200 3194 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 200 5498 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 3594 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 5444 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 200 8410 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 200 5796 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 200 4602 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 200 4042 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 200 8458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
98.224.223.159 - ebunin [04/Oct/2012:20:12:05 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
