67.194.12.52 - - [11/Nov/2012:00:03:46 -0500] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.37.13 - sbengel [11/Nov/2012:19:57:50 -0500] "GET /users/predictor.json?user_id=223 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
67.194.37.13 - sbengel [11/Nov/2012:19:57:50 -0500] "GET /users/predictor.json?in_progress=true&user_id=223 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.60.124.49 - nkoker [11/Nov/2012:19:59:15 -0500] "GET /assignments/112?utf8=%E2%9C%93&assignment_id=112&team_id=5&commit=Filter HTTP/1.1" 200 6701 "https://www.gradecraft.com/assignments/112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
68.60.124.49 - nkoker [11/Nov/2012:19:59:15 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 304 245 "https://www.gradecraft.com/assignments/112?utf8=%E2%9C%93&assignment_id=112&team_id=5&commit=Filter" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
68.60.124.49 - nkoker [11/Nov/2012:19:59:15 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 304 3473 "https://www.gradecraft.com/assignments/112?utf8=%E2%9C%93&assignment_id=112&team_id=5&commit=Filter" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
67.194.148.87 - edv [11/Nov/2012:19:59:19 -0500] "GET /dashboard HTTP/1.1" 200 7563 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 200 49197 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 200 221374 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /img/boxwhisker.jpg HTTP/1.1" 200 71871 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /users/predictor.json?user_id=239 HTTP/1.1" 304 885 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1205 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
67.194.148.87 - edv [11/Nov/2012:19:59:21 -0500] "GET /users/predictor.json?in_progress=true&user_id=239 HTTP/1.1" 304 885 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14"
68.60.124.49 - nkoker [11/Nov/2012:19:59:22 -0500] "GET /assignments/112/grades/new?gradeable_id=129&gradeable_type=User HTTP/1.1" 200 7508 "https://www.gradecraft.com/assignments/112?utf8=%E2%9C%93&assignment_id=112&team_id=5&commit=Filter" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
68.60.124.49 - nkoker [11/Nov/2012:19:59:23 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/112/grades/new?gradeable_id=129&gradeable_type=User" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
67.194.95.193 - - [11/Nov/2012:19:59:27 -0500] "GET / HTTP/1.1" 302 3259 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:29 -0500] "GET /dashboard HTTP/1.1" 200 7654 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:32 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 200 49197 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:32 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 200 221367 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:34 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:34 -0500] "GET /img/boxwhisker.jpg HTTP/1.1" 200 71864 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:34 -0500] "GET /users/predictor.json?user_id=88 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
68.41.143.69 - jbgolden [11/Nov/2012:19:59:34 -0500] "GET /users/predictor.json?in_progress=true&user_id=88 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
141.213.172.140 - cholma [11/Nov/2012:19:59:43 -0500] "GET /users/84 HTTP/1.1" 304 4161 "https://www.gradecraft.com/assignments/1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 304 245 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 304 3473 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 3457 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/examination_expert.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/gamer.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/level_one.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/personal.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/public_speaker.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/scribe.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /users/predictor.json?in_progress=true&user_id=84 HTTP/1.1" 304 885 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:45 -0500] "GET /users/predictor.json?user_id=84 HTTP/1.1" 304 901 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:19:59:53 -0500] "GET /assignments HTTP/1.1" 304 933 "https://www.gradecraft.com/users/84" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
68.60.124.49 - nkoker [11/Nov/2012:19:59:58 -0500] "POST /assignments/112/grades HTTP/1.1" 302 1813 "https://www.gradecraft.com/assignments/112/grades/new?gradeable_id=129&gradeable_type=User" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
68.60.124.49 - nkoker [11/Nov/2012:19:59:59 -0500] "GET /assignments/112 HTTP/1.1" 200 10569 "https://www.gradecraft.com/assignments/112/grades/new?gradeable_id=129&gradeable_type=User" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:19:59:59 -0500] "GET /assignments/118/assignment_submissions HTTP/1.1" 200 5652 "https://www.gradecraft.com/assignments" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - - [11/Nov/2012:20:00:03 -0500] "GET / HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - - [11/Nov/2012:20:00:03 -0500] "GET /cosign/valid?cosign-www.gradecraft.com=qX6HX5aKY3ICBn7YAA0D36C+QLnOJIHVOo7hN-APb1iBZPQ4he+v5KFuQQ-rrsNUBJIvCFY0Di34O34Xd3TQc95DlLl0ILxNji8yA0CEdCiF5ajOXTuaSBwvBRpj&https://www.gradecraft.com/ HTTP/1.1" 301 4095 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:03 -0500] "GET / HTTP/1.1" 302 1348 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:03 -0500] "GET /dashboard HTTP/1.1" 200 5044 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:05 -0500] "GET /assignments/118/assignment_submissions/370?grade_id=8690&gradeable_id=319&gradeable_type=User HTTP/1.1" 200 3716 "https://www.gradecraft.com/assignments/118/assignment_submissions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:05 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1044 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:06 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 200 224457 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 200 49197 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /img/boxwhisker.jpg HTTP/1.1" 200 74954 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 4288 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /users/predictor.json?in_progress=true&user_id=171 HTTP/1.1" 304 869 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:07 -0500] "GET /users/319 HTTP/1.1" 200 6308 "https://www.gradecraft.com/assignments/118/assignment_submissions/370?grade_id=8690&gradeable_id=319&gradeable_type=User" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:09 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1205 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
67.194.3.144 - rmenhen [11/Nov/2012:20:00:07 -0500] "GET /users/predictor.json?user_id=171 HTTP/1.1" 304 869 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
68.60.124.49 - nkoker [11/Nov/2012:20:00:06 -0500] "GET /dashboard HTTP/1.1" 200 4244 "https://www.gradecraft.com/assignments/112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:20:00:09 -0500] "GET /users/predictor.json?user_id=319 HTTP/1.1" 200 1771 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:09 -0500] "GET /users/predictor.json?in_progress=true&user_id=319 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
68.60.124.49 - nkoker [11/Nov/2012:20:00:20 -0500] "GET /users/129 HTTP/1.1" 200 6052 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:20:00:21 -0500] "GET /users/319 HTTP/1.1" 304 933 "https://www.gradecraft.com/assignments/118/assignment_submissions/370?grade_id=8690&gradeable_id=319&gradeable_type=User" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css HTTP/1.1" 304 245 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /assets/application-9f660eabf71ba8890dbbc2052f1a72b3.js HTTP/1.1" 304 245 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:20:00:23 -0500] "GET /badges/pos101/examination_expert.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/319" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
